order_id,order_date,product_id,customer_id,product_qty,product_net_revenue,tax_amount,product_gross_revenue,status
33040,2022-02-14 12:59:00,27371,173,20,14800,0,14800,wc-completed
33040,2022-02-14 12:59:00,27372,173,13,9750,0,9750,wc-completed
33040,2022-02-14 12:59:00,15317,173,20,17320,0,17320,wc-completed
33040,2022-02-14 12:59:00,27372,173,10,7500,0,7500,wc-completed
33040,2022-02-14 12:59:00,30113,173,3,6141,0,6141,wc-completed
33040,2022-02-14 12:59:00,7089,173,20,6780,0,6780,wc-completed
33040,2022-02-14 12:59:00,7683,173,15,4080,0,4080,wc-completed
33040,2022-02-14 12:59:00,10033,173,20,6380,0,6380,wc-completed
33040,2022-02-14 12:59:00,7932,173,10,3990,0,3990,wc-completed
33041,2022-02-14 13:05:31,27371,459,4,2960,0,2960,wc-completed
33042,2022-02-14 13:06:29,27371,459,4,2960,0,2960,wc-completed
33043,2022-02-14 13:10:02,27371,459,4,2960,0,2960,wc-completed
33044,2022-02-14 13:56:53,27371,469,12,8880,0,8880,wc-completed
33045,2022-02-14 14:22:06,7089,102,50,16950,0,16950,wc-completed
33087,2022-02-14 15:40:15,24172,72,50,19450,0,19450,wc-completed
33087,2022-02-14 15:40:15,24822,72,200,77000,0,77000,wc-completed
33156,2022-02-15 10:18:57,21259,39,10,6360,0,6360,wc-completed
33173,2022-02-15 11:53:48,15075,469,10,7760,0,7760,wc-completed
33182,2022-02-15 12:21:49,32748,66,5,3535,0,3535,wc-completed
33230,2022-02-15 14:58:56,24898,469,20,14380,0,14380,wc-completed
33242,2022-02-15 15:38:29,27872,272,4,2828,0,2828,wc-completed
33306,2022-02-15 17:19:37,15317,30,3,2667,0,2667,wc-completed
33347,2022-02-15 19:30:34,30641,72,5,1575,0,1575,wc-completed
33446,2022-02-16 11:56:53,7683,23,25,6800,0,6800,wc-completed
33446,2022-02-16 11:56:53,21483,23,61,22143,0,22143,wc-completed
33446,2022-02-16 11:56:53,10033,23,48,15312,0,15312,wc-completed
33466,2022-02-16 14:32:46,31837,72,30,27870,0,27870,wc-completed
33467,2022-02-16 14:33:27,21099,575,20,2180,0,2180,wc-completed
33467,2022-02-16 14:33:27,27650,575,20,3700,0,3700,wc-completed
33467,2022-02-16 14:33:27,25485,575,20,3280,0,3280,wc-completed
33486,2022-02-16 15:37:12,30641,32,10,3130,0,3130,wc-completed
33501,2022-02-16 16:17:16,33500,32,4,3992,0,3992,wc-completed
33501,2022-02-16 16:17:16,25760,32,2,2080,0,2080,wc-completed
33596,2022-02-17 09:48:46,33535,435,25,8350,0,8350,wc-completed
33599,2022-02-17 11:11:51,24708,517,50,12500,0,12500,wc-completed
33599,2022-02-17 11:11:51,11149,517,36,4536,0,4536,wc-completed
33606,2022-02-17 12:33:42,30663,456,1200,20400,0,20400,wc-completed
33606,2022-02-17 12:33:42,30664,456,700,18900,0,18900,wc-completed
33631,2022-02-17 14:27:42,2641,269,4,2888,0,2888,wc-completed
33632,2022-02-17 14:34:09,21411,173,100,36100,0,36100,wc-completed
33637,2022-02-17 15:49:23,29920,530,20,3620,0,3620,wc-cancelled
33662,2022-02-17 16:57:28,7932,72,8,3192,0,3192,wc-completed
33662,2022-02-17 16:57:28,19438,72,3,3360,0,3360,wc-completed
33662,2022-02-17 16:57:28,20950,72,2,2222,0,2222,wc-completed
33662,2022-02-17 16:57:28,22342,72,3,3147,0,3147,wc-completed
33662,2022-02-17 16:57:28,18910,72,5,6090,0,6090,wc-completed
33662,2022-02-17 16:57:28,23884,72,6,4194,0,4194,wc-completed
33662,2022-02-17 16:57:28,24338,72,3,3447,0,3447,wc-completed
33662,2022-02-17 16:57:28,28359,72,10,7300,0,7300,wc-completed
33599,2022-02-17 11:11:51,29100,517,40,8520,0,8520,wc-completed
33599,2022-02-17 11:11:51,18949,517,34,8126,0,8126,wc-completed
33599,2022-02-17 11:11:51,24707,517,100,24900,0,24900,wc-completed
33885,2022-02-18 09:24:05,33232,509,1,1639,0,1639,wc-completed
33885,2022-02-18 09:24:05,28954,509,1,1279,0,1279,wc-completed
33885,2022-02-18 09:24:05,27335,509,1,975,0,975,wc-completed
33885,2022-02-18 09:24:05,25760,509,1,1040,0,1040,wc-completed
33957,2022-02-18 11:00:54,33952,130,10,5520,0,5520,wc-completed
33957,2022-02-18 11:00:54,31465,130,23,12305,0,12305,wc-completed
33957,2022-02-18 11:00:54,25474,130,1,377,0,377,wc-completed
33957,2022-02-18 11:00:54,33963,130,10,9290,0,9290,wc-completed
34042,2022-02-18 14:55:32,20071,509,2,2040,0,2040,wc-completed
34054,2022-02-18 16:23:17,34053,254,2,2,0,2,wc-processing
34307,2022-02-20 23:24:41,31465,130,23,12305,0,12305,wc-completed
34322,2022-02-21 10:44:24,25434,469,40,20600,0,20600,wc-completed
34327,2022-02-21 12:01:25,31820,72,20,2180,0,2180,wc-completed
34383,2022-02-21 14:54:34,30533,459,4,2416,0,2416,wc-completed
34392,2022-02-21 15:03:15,26224,459,4,2860,0,2860,wc-completed
34392,2022-02-21 15:03:15,31839,459,2,90,0,90,wc-completed
34383,2022-02-21 14:54:34,2773,459,10,720,0,720,wc-completed
34393,2022-02-21 15:14:13,30533,459,4,2416,0,2416,wc-completed
34393,2022-02-21 15:14:13,2769,459,10,720,0,720,wc-completed
34409,2022-02-21 17:03:13,27615,569,15,9945,0,9945,wc-completed
34414,2022-02-21 17:44:50,16417,72,14,12320,0,12320,wc-completed
34414,2022-02-21 17:44:50,25283,72,50,27050,0,27050,wc-completed
34414,2022-02-21 17:44:50,34328,72,2,1600,0,1600,wc-completed
34414,2022-02-21 17:44:50,17995,72,4,4356,0,4356,wc-completed
34523,2022-02-22 12:17:46,2700,474,10,5890,0,5890,wc-completed
34523,2022-02-22 12:17:46,10032,474,5,6995,0,6995,wc-completed
34523,2022-02-22 12:17:46,18910,474,5,6090,0,6090,wc-completed
34523,2022-02-22 12:17:46,12859,474,16,5104,0,5104,wc-completed
34523,2022-02-22 12:17:46,19196,474,5,3845,0,3845,wc-completed
34523,2022-02-22 12:17:46,22259,474,5,6745,0,6745,wc-completed
34523,2022-02-22 12:17:46,10155,474,11,7689,0,7689,wc-completed
34523,2022-02-22 12:17:46,23605,474,5,5995,0,5995,wc-completed
34523,2022-02-22 12:17:46,22782,474,5,3785,0,3785,wc-completed
34523,2022-02-22 12:17:46,17466,474,7,2233,0,2233,wc-completed
34523,2022-02-22 12:17:46,10156,474,6,4194,0,4194,wc-completed
34523,2022-02-22 12:17:46,8191,474,5,3410,0,3410,wc-completed
34536,2022-02-22 13:38:44,34355,461,20,5980,0,5980,wc-completed
34556,2022-02-22 17:12:06,32170,72,5,1665,0,1665,wc-completed
34556,2022-02-22 17:12:06,25821,72,11,5115,0,5115,wc-completed
34556,2022-02-22 17:12:06,25435,72,5,3030,0,3030,wc-completed
34552,2022-02-22 17:00:32,34558,532,84,3864,0,3864,wc-completed
34552,2022-02-22 17:00:32,34559,532,82,3772,0,3772,wc-completed
34576,2022-02-22 21:00:00,34103,461,2,948,0,948,wc-completed
34576,2022-02-22 21:00:00,33952,461,3,1656,0,1656,wc-completed
34576,2022-02-22 21:00:00,27344,461,4,1884,0,1884,wc-completed
34576,2022-02-22 21:00:00,24008,461,5,1865,0,1865,wc-completed
34576,2022-02-22 21:00:00,25435,461,4,2424,0,2424,wc-completed
34602,2022-02-23 09:27:21,16707,532,5,2520,0,2520,wc-completed
34608,2022-02-23 09:58:40,32781,581,3,357,0,357,wc-completed
34608,2022-02-23 09:58:40,31826,581,2,466,0,466,wc-completed
34608,2022-02-23 09:58:40,31503,581,1,279,0,279,wc-completed
34608,2022-02-23 09:58:40,31502,581,1,79,0,79,wc-completed
34608,2022-02-23 09:58:40,29367,581,1,739,0,739,wc-completed
34608,2022-02-23 09:58:40,31499,581,1,268,0,268,wc-completed
34608,2022-02-23 09:58:40,32738,581,1,350,0,350,wc-completed
34608,2022-02-23 09:58:40,1289,581,2,24,0,24,wc-completed
34618,2022-02-23 10:48:45,7680,431,100,43900,0,43900,wc-completed
34632,2022-02-23 11:31:44,7063,489,20,10980,0,10980,wc-completed
34650,2022-02-23 12:44:08,28898,72,44,19316,0,19316,wc-completed
34650,2022-02-23 12:44:08,34544,72,17,8398,0,8398,wc-completed
34656,2022-02-23 13:45:27,16951,32,5,5760,0,5760,wc-completed
34689,2022-02-23 14:57:43,33612,459,2,1286,0,1286,wc-completed
34689,2022-02-23 14:57:43,34510,459,3,1077,0,1077,wc-completed
34689,2022-02-23 14:57:43,32170,459,1,333,0,333,wc-completed
34689,2022-02-23 14:57:43,29410,459,1,259,0,259,wc-completed
34693,2022-02-23 15:25:30,32170,459,2,666,0,666,wc-completed
34693,2022-02-23 15:25:30,31454,459,3,1119,0,1119,wc-completed
34693,2022-02-23 15:25:30,30367,459,3,1113,0,1113,wc-completed
34694,2022-02-23 15:53:05,29920,459,5,905,0,905,wc-completed
34694,2022-02-23 15:53:05,29918,459,5,1060,0,1060,wc-completed
34694,2022-02-23 15:53:05,22324,459,5,1005,0,1005,wc-completed
34704,2022-02-23 17:23:58,32404,296,1,535,0,535,wc-on-hold
34704,2022-02-23 17:23:58,31501,296,1,625,0,625,wc-on-hold
34704,2022-02-23 17:23:58,29367,296,1,739,0,739,wc-on-hold
34704,2022-02-23 17:23:58,32406,296,1,599,0,599,wc-on-hold
34704,2022-02-23 17:23:58,22547,296,1,299,0,299,wc-on-hold
34704,2022-02-23 17:23:58,32738,296,1,350,0,350,wc-on-hold
34704,2022-02-23 17:23:58,26098,296,1,789,0,789,wc-on-hold
34704,2022-02-23 17:23:58,34468,296,5,1345,0,1345,wc-on-hold
34704,2022-02-23 17:23:58,17637,296,2,558,0,558,wc-on-hold
34704,2022-02-23 17:23:58,5264,296,1,689,0,689,wc-on-hold
34716,2022-02-23 17:38:01,32346,568,25,400,0,400,wc-completed
34716,2022-02-23 17:38:01,30667,568,60,1020,0,1020,wc-completed
34716,2022-02-23 17:38:01,32841,568,50,900,0,900,wc-completed
34716,2022-02-23 17:38:01,30668,568,30,840,0,840,wc-completed
34716,2022-02-23 17:38:01,32840,568,75,2250,0,2250,wc-completed
34716,2022-02-23 17:38:01,32838,568,25,1475,0,1475,wc-completed
34762,2022-02-24 09:09:49,4016,173,10,2020,0,2020,wc-completed
34762,2022-02-24 09:09:49,24111,173,5,1070,0,1070,wc-completed
34762,2022-02-24 09:09:49,25448,173,10,2220,0,2220,wc-completed
34762,2022-02-24 09:09:49,27794,173,28,6216,0,6216,wc-completed
34762,2022-02-24 09:09:49,28801,173,30,10590,0,10590,wc-completed
34762,2022-02-24 09:09:49,32618,173,15,6795,0,6795,wc-completed
34762,2022-02-24 09:09:49,21853,173,3,2742,0,2742,wc-completed
34762,2022-02-24 09:09:49,26378,173,2,2424,0,2424,wc-completed
34762,2022-02-24 09:09:49,30631,173,1,2719,0,2719,wc-completed
34827,2022-02-24 13:48:21,33270,431,2,278,0,278,wc-completed
34827,2022-02-24 13:48:21,33474,431,1,55,0,55,wc-completed
35006,2022-02-24 19:53:19,27795,68,15,11355,0,11355,wc-completed
35032,2022-02-25 09:40:16,22528,476,2,2798,0,2798,wc-completed
35075,2022-02-25 11:29:48,27119,574,3,279,0,279,wc-completed
35075,2022-02-25 11:29:48,16951,574,3,3456,0,3456,wc-completed
35075,2022-02-25 11:29:48,29806,574,2,702,0,702,wc-completed
35075,2022-02-25 11:29:48,24312,574,3,4044,0,4044,wc-completed
35153,2022-02-25 14:21:28,35152,130,23,12305,0,12305,wc-completed
35165,2022-02-25 14:51:16,32396,296,1,459,0,459,wc-completed
35165,2022-02-25 14:51:16,32426,296,3,195,0,195,wc-completed
35165,2022-02-25 14:51:16,32402,296,1,119,0,119,wc-completed
35165,2022-02-25 14:51:16,32405,296,1,335,0,335,wc-completed
35165,2022-02-25 14:51:16,22555,296,2,458,0,458,wc-completed
35165,2022-02-25 14:51:16,34605,296,1,649,0,649,wc-completed
35196,2022-02-25 16:50:17,31373,161,15,10515,0,10515,wc-completed
35221,2022-02-27 12:22:07,19434,30,25,5975,0,5975,wc-completed
35221,2022-02-27 12:22:07,19196,30,5,3845,0,3845,wc-completed
35222,2022-02-27 12:25:20,24119,459,5,1175,0,1175,wc-completed
35222,2022-02-27 12:25:20,29410,459,5,1295,0,1295,wc-completed
35222,2022-02-27 12:25:20,34954,459,1,434,0,434,wc-completed
35223,2022-02-27 12:28:13,24113,459,5,2560,0,2560,wc-completed
35223,2022-02-27 12:28:13,34954,459,1,434,0,434,wc-completed
35224,2022-02-27 12:35:43,25756,459,4,1072,0,1072,wc-completed
35224,2022-02-27 12:35:43,29412,459,3,1080,0,1080,wc-completed
35224,2022-02-27 12:35:43,22324,459,4,796,0,796,wc-completed
35254,2022-02-28 10:32:15,34905,160,28,22372,0,22372,wc-completed
35278,2022-02-28 10:54:51,35171,469,10,7990,0,7990,wc-completed
35306,2022-02-28 11:34:54,2680,507,10,3250,0,3250,wc-completed
35318,2022-02-28 12:53:21,35319,532,200,21400,0,21400,wc-completed
35326,2022-02-28 14:11:01,18935,518,28,20972,0,20972,wc-completed
35326,2022-02-28 14:11:01,34687,518,14,2086,0,2086,wc-completed
35348,2022-03-01 08:37:45,29694,272,5,3535,0,3535,wc-completed
35390,2022-03-01 11:26:51,35342,469,10,7220,0,7220,wc-completed
35476,2022-03-01 15:14:49,21099,575,30,3330,0,3330,wc-completed
35482,2022-03-01 17:12:06,28359,583,50,36500,0,36500,wc-completed
35521,2022-03-02 08:09:03,25485,575,30,4920,0,4920,wc-completed
35521,2022-03-02 08:09:03,27650,575,40,7400,0,7400,wc-completed
35521,2022-03-02 08:09:03,21099,575,50,5550,0,5550,wc-completed
35527,2022-03-02 10:01:49,2680,399,25,8125,0,8125,wc-completed
35527,2022-03-02 10:01:49,35342,399,10,7220,0,7220,wc-completed
35528,2022-03-02 10:06:03,28359,29,5,3650,0,3650,wc-completed
35529,2022-03-02 10:15:52,28359,29,10,7300,0,7300,wc-completed
35530,2022-03-02 10:29:31,7089,585,50,16950,0,16950,wc-completed
35535,2022-03-02 12:22:48,7932,399,47,18753,0,18753,wc-completed
35536,2022-03-02 12:28:45,31826,72,3,699,0,699,wc-completed
35536,2022-03-02 12:28:45,24543,72,4,4996,0,4996,wc-completed
35536,2022-03-02 12:28:45,17995,72,20,19880,0,19880,wc-completed
35542,2022-03-02 14:42:43,21506,39,6,2178,0,2178,wc-completed
35562,2022-03-02 15:25:29,11151,586,8,5352,0,5352,wc-on-hold
35562,2022-03-02 15:25:29,25434,586,20,10300,0,10300,wc-on-hold
35562,2022-03-02 15:25:29,22782,586,5,3785,0,3785,wc-on-hold
35598,2022-03-02 17:12:19,21853,543,20,18280,0,18280,wc-completed
35649,2022-03-03 08:59:24,31462,43,25,12500,0,12500,wc-completed
35659,2022-03-03 11:13:31,27616,72,50,27050,0,27050,wc-completed
35659,2022-03-03 11:13:31,26410,72,50,27050,0,27050,wc-completed
35660,2022-03-03 11:22:54,28359,436,18,13140,0,13140,wc-completed
35669,2022-03-03 11:36:33,28359,587,7,5110,0,5110,wc-cancelled
35672,2022-03-03 12:02:44,25435,167,13,7878,0,7878,wc-completed
35673,2022-03-03 12:19:34,28359,588,7,5110,0,5110,wc-completed
35674,2022-03-03 12:21:26,31351,68,2,1778,0,1778,wc-completed
35690,2022-03-03 15:13:50,27616,39,6,3246,0,3246,wc-completed
35691,2022-03-03 15:15:29,27616,39,6,3246,0,3246,wc-completed
35694,2022-03-03 16:34:17,27650,474,2000,368000,0,368000,wc-completed
35697,2022-03-03 16:52:40,34647,517,100,21300,0,21300,wc-completed
35823,2022-03-04 11:01:06,27650,585,50,9200,0,9200,wc-completed
35846,2022-03-04 11:22:05,28848,39,12,4908,0,4908,wc-completed
35883,2022-03-04 13:06:43,35842,570,37,28305,0,28305,wc-completed
35893,2022-03-04 13:27:15,35847,66,3,2790,0,2790,wc-completed
35955,2022-03-04 17:54:18,27650,474,2000,368000,0,368000,wc-completed
35981,2022-03-07 11:17:40,30636,509,5,3475,0,3475,wc-completed
35983,2022-03-07 12:37:37,35171,469,10,7990,0,7990,wc-completed
35984,2022-03-07 12:45:09,28848,39,13,5317,0,5317,wc-completed
36012,2022-03-07 16:58:02,33292,555,20,19100,0,19100,wc-cancelled
36083,2022-03-08 10:04:18,27650,575,20,3680,0,3680,wc-completed
36083,2022-03-08 10:04:18,25485,575,40,6360,0,6360,wc-completed
36083,2022-03-08 10:04:18,15678,575,1,58,0,58,wc-completed
36083,2022-03-08 10:04:18,11113,575,30,3240,0,3240,wc-completed
36091,2022-03-08 10:15:35,34920,39,2,1130,0,1130,wc-completed
36108,2022-03-08 11:06:42,34920,39,3,1695,0,1695,wc-completed
36109,2022-03-08 11:07:49,36070,39,3,1926,0,1926,wc-completed
36110,2022-03-08 11:08:39,36070,39,2,1284,0,1284,wc-completed
36111,2022-03-08 11:09:47,36071,39,2,1122,0,1122,wc-completed
36124,2022-03-08 12:17:10,31825,494,1,369,0,369,wc-completed
36138,2022-03-08 12:37:07,28898,72,110,48290,0,48290,wc-completed
36179,2022-03-08 14:47:33,31825,39,2,738,0,738,wc-completed
36179,2022-03-08 14:47:33,28674,39,3,1302,0,1302,wc-completed
36179,2022-03-08 14:47:33,25994,39,2,908,0,908,wc-completed
36181,2022-03-08 14:49:53,31825,39,4,1476,0,1476,wc-completed
36244,2022-03-08 19:34:11,21939,66,2,1378,0,1378,wc-completed
36244,2022-03-08 19:34:11,13868,66,3,1515,0,1515,wc-completed
36245,2022-03-09 06:53:18,25283,549,4,2164,0,2164,wc-on-hold
36310,2022-03-09 11:00:58,36303,532,300,13800,0,13800,wc-completed
36338,2022-03-09 12:30:42,14449,398,4,2612,0,2612,wc-completed
36339,2022-03-09 12:31:43,14449,398,2,1306,0,1306,wc-completed
36371,2022-03-09 14:03:03,7683,173,20,5440,0,5440,wc-completed
36371,2022-03-09 14:03:03,34828,173,3,1887,0,1887,wc-completed
36371,2022-03-09 14:03:03,35151,173,2,1258,0,1258,wc-completed
36371,2022-03-09 14:03:03,31830,173,3,1950,0,1950,wc-completed
36371,2022-03-09 14:03:03,3605,173,2,1310,0,1310,wc-completed
36371,2022-03-09 14:03:03,19438,173,1,1120,0,1120,wc-completed
36371,2022-03-09 14:03:03,11615,173,3,4137,0,4137,wc-completed
36371,2022-03-09 14:03:03,22344,173,3,5877,0,5877,wc-completed
36371,2022-03-09 14:03:03,30635,173,3,6927,0,6927,wc-completed
36388,2022-03-09 14:30:55,22015,456,200,7600,0,7600,wc-on-hold
36463,2022-03-10 09:26:31,35959,272,10,4390,0,4390,wc-completed
36463,2022-03-10 09:26:31,31462,272,10,5000,0,5000,wc-completed
36466,2022-03-10 09:58:28,9811,39,1,699,0,699,wc-cancelled
36478,2022-03-10 10:01:46,9811,461,1,699,0,699,wc-completed
36482,2022-03-10 10:28:31,33099,461,2,1270,0,1270,wc-completed
36482,2022-03-10 10:28:31,25283,461,3,1623,0,1623,wc-completed
36518,2022-03-10 11:48:19,7063,35,40,21960,0,21960,wc-on-hold
36589,2022-03-10 14:56:03,29916,555,5,1700,0,1700,wc-on-hold
36588,2022-03-10 14:53:12,36590,173,116,48140,0,48140,wc-completed
36734,2022-03-11 11:18:07,36663,469,15,15900,0,15900,wc-completed
36740,2022-03-11 12:24:31,19278,72,116,13340,0,13340,wc-completed
36753,2022-03-11 17:34:00,26390,26,501,27054,0,27054,wc-completed
36754,2022-03-12 10:55:10,7063,269,10,5490,0,5490,wc-completed
36755,2022-03-13 18:19:19,35552,398,2,356,0,356,wc-cancelled
36769,2022-03-14 11:34:43,31281,56,10,1930,0,1930,wc-completed
36769,2022-03-14 11:34:43,27785,56,10,4990,0,4990,wc-completed
36769,2022-03-14 11:34:43,2680,56,29,9425,0,9425,wc-completed
36769,2022-03-14 11:34:43,31066,56,30,6180,0,6180,wc-completed
36774,2022-03-14 12:28:21,36076,276,1,162,0,162,wc-on-hold
36778,2022-03-14 13:52:36,32918,575,20,1160,0,1160,wc-completed
36779,2022-03-14 14:16:26,36590,119,40,16760,0,16760,wc-completed
36785,2022-03-14 15:09:46,36590,469,40,16760,0,16760,wc-completed
36786,2022-03-14 15:45:04,31373,173,10,7120,0,7120,wc-completed
36801,2022-03-15 10:06:21,21259,39,5,3180,0,3180,wc-completed
36852,2022-03-15 12:32:20,24116,72,3,1902,0,1902,wc-completed
36852,2022-03-15 12:32:20,23884,72,8,5592,0,5592,wc-completed
36852,2022-03-15 12:32:20,36590,72,60,25140,0,25140,wc-completed
36875,2022-03-15 13:50:23,36798,72,1,329,0,329,wc-completed
36891,2022-03-15 14:34:21,21259,39,5,3180,0,3180,wc-completed
36245,2022-03-09 06:53:18,25283,549,1,541,0,541,wc-on-hold
36245,2022-03-09 06:53:18,25001,549,1,459,0,459,wc-on-hold
36245,2022-03-09 06:53:18,18844,549,1,465,0,465,wc-on-hold
36245,2022-03-09 06:53:18,26387,549,1,393,0,393,wc-on-hold
36245,2022-03-09 06:53:18,35859,549,5,1750,0,1750,wc-on-hold
36901,2022-03-15 16:13:45,25958,169,1,729,0,729,wc-completed
36901,2022-03-15 16:13:45,27134,169,20,420,0,420,wc-completed
36901,2022-03-15 16:13:45,36355,169,1,1016,0,1016,wc-completed
36902,2022-03-15 16:14:49,2700,30,5,2880,0,2880,wc-completed
36910,2022-03-15 16:26:27,36799,72,5,4585,0,4585,wc-completed
36933,2022-03-15 17:08:58,22326,119,50,19600,0,19600,wc-completed
36950,2022-03-15 17:54:43,36800,72,10,8250,0,8250,wc-completed
36950,2022-03-15 17:54:43,31841,72,50,53950,0,53950,wc-completed
36951,2022-03-15 17:58:33,36657,596,41,4633,0,4633,wc-completed
36952,2022-03-15 17:59:25,25435,72,20,12120,0,12120,wc-completed
36952,2022-03-15 17:59:25,25014,72,25,12625,0,12625,wc-completed
36971,2022-03-16 11:59:09,31807,72,30,13920,0,13920,wc-completed
36891,2022-03-15 14:34:21,36737,39,2,278,0,278,wc-completed
36891,2022-03-15 14:34:21,36736,39,2,256,0,256,wc-completed
36972,2022-03-16 16:18:26,29608,509,7,6993,0,6993,wc-completed
37055,2022-03-17 10:25:15,36997,424,19,10602,0,10602,wc-completed
37056,2022-03-17 11:06:45,10296,600,2,1598,0,1598,wc-completed
37056,2022-03-17 11:06:45,36759,600,4,3036,0,3036,wc-completed
37057,2022-03-17 11:25:21,35150,72,2,2730,0,2730,wc-completed
37056,2022-03-17 11:06:45,34830,600,1,379,0,379,wc-completed
37056,2022-03-17 11:06:45,29415,600,2,1300,0,1300,wc-completed
37056,2022-03-17 11:06:45,27570,600,3,1977,0,1977,wc-completed
37056,2022-03-17 11:06:45,27369,600,3,1857,0,1857,wc-completed
37098,2022-03-17 16:18:04,37090,268,33,1353,0,1353,wc-completed
37098,2022-03-17 16:18:04,37089,268,33,1353,0,1353,wc-completed
37098,2022-03-17 16:18:04,37088,268,34,1394,0,1394,wc-completed
37099,2022-03-17 17:19:28,37089,601,40,1640,0,1640,wc-completed
37121,2022-03-18 10:22:10,26862,271,100,2600,0,2600,wc-completed
36752,2022-03-11 15:40:25,34996,29,4,3676,0,3676,wc-completed
36752,2022-03-11 15:40:25,15317,29,1,889,0,889,wc-completed
37122,2022-03-18 13:01:00,36649,268,20,900,0,900,wc-completed
37140,2022-03-18 16:11:25,34831,530,1,1199,0,1199,wc-completed
37283,2022-03-21 08:48:33,2680,507,2,650,0,650,wc-on-hold
37290,2022-03-21 10:28:36,11615,436,10,13790,0,13790,wc-completed
37304,2022-03-21 10:59:00,31298,601,3,1179,0,1179,wc-completed
37304,2022-03-21 10:59:00,34900,601,6,1506,0,1506,wc-completed
37304,2022-03-21 10:59:00,34924,601,3,1026,0,1026,wc-completed
37351,2022-03-21 18:15:06,27650,575,60,10980,0,10980,wc-completed
37351,2022-03-21 18:15:06,11113,575,40,4320,0,4320,wc-completed
37351,2022-03-21 18:15:06,25485,575,40,6360,0,6360,wc-completed
36901,2022-03-15 16:13:45,30633,169,1,684,0,684,wc-completed
37372,2022-03-22 10:36:04,37289,39,8,3112,0,3112,wc-cancelled
37385,2022-03-22 11:28:28,27650,474,200,36600,0,36600,wc-completed
37390,2022-03-22 11:49:53,36653,436,15,4530,0,4530,wc-completed
37406,2022-03-22 13:04:50,27374,601,4,1540,0,1540,wc-completed
37456,2022-03-22 15:39:02,32998,530,1,56,0,56,wc-completed
37585,2022-03-23 01:32:33,30636,469,13,8047,0,8047,wc-completed
37585,2022-03-23 01:32:33,35958,469,8,10024,0,10024,wc-completed
37585,2022-03-23 01:32:33,35736,469,7,6321,0,6321,wc-completed
37586,2022-03-23 01:42:19,33145,469,30,630,0,630,wc-completed
37587,2022-03-23 09:16:46,7268,603,19,5681,0,5681,wc-completed
37594,2022-03-23 10:53:34,36981,179,3,1122,0,1122,wc-completed
37594,2022-03-23 10:53:34,35860,179,3,1113,0,1113,wc-completed
37594,2022-03-23 10:53:34,29925,179,4,724,0,724,wc-completed
37595,2022-03-23 10:57:16,29918,179,5,1060,0,1060,wc-on-hold
37595,2022-03-23 10:57:16,29807,179,1,356,0,356,wc-on-hold
37595,2022-03-23 10:57:16,29362,179,3,1161,0,1161,wc-on-hold
37595,2022-03-23 10:57:16,28308,179,1,393,0,393,wc-on-hold
37596,2022-03-23 11:00:06,28308,179,1,393,0,393,wc-completed
37596,2022-03-23 11:00:06,27122,179,2,796,0,796,wc-completed
37596,2022-03-23 11:00:06,26213,179,1,258,0,258,wc-completed
37596,2022-03-23 11:00:06,25489,179,1,382,0,382,wc-completed
37596,2022-03-23 11:00:06,25474,179,2,744,0,744,wc-completed
37596,2022-03-23 11:00:06,22324,179,2,392,0,392,wc-completed
37874,2022-03-24 16:48:24,37871,30,48,11712,0,11712,wc-completed
37874,2022-03-24 16:48:24,17251,30,52,12844,0,12844,wc-completed
37902,2022-03-25 10:26:00,28198,142,4,2956,0,2956,wc-completed
37903,2022-03-25 10:27:25,28198,142,4,2956,0,2956,wc-completed
37973,2022-03-25 13:16:19,36997,424,5,2790,0,2790,wc-on-hold
37993,2022-03-25 15:16:18,11151,398,9,6021,0,6021,wc-completed
38009,2022-03-25 16:23:02,7641,561,4,396,0,396,wc-on-hold
38014,2022-03-25 16:43:55,37844,607,250,47250,0,47250,wc-completed
38075,2022-03-28 08:40:00,37959,606,7,3675,0,3675,wc-completed
38077,2022-03-28 10:34:30,31825,39,6,2214,0,2214,wc-completed
38087,2022-03-28 15:21:19,6392,72,7,2065,0,2065,wc-completed
38087,2022-03-28 15:21:19,7061,72,10,1850,0,1850,wc-completed
38087,2022-03-28 15:21:19,22093,72,10,1660,0,1660,wc-completed
38087,2022-03-28 15:21:19,22094,72,10,960,0,960,wc-completed
38087,2022-03-28 15:21:19,32421,72,1,150,0,150,wc-completed
38094,2022-03-28 16:32:22,21506,604,20,7040,0,7040,wc-completed
38094,2022-03-28 16:32:22,7875,604,10,300,0,300,wc-completed
38094,2022-03-28 16:32:22,26862,604,100,2600,0,2600,wc-completed
38094,2022-03-28 16:32:22,36770,604,11,3069,0,3069,wc-completed
38094,2022-03-28 16:32:22,29916,604,5,1730,0,1730,wc-completed
38094,2022-03-28 16:32:22,27650,604,10,1820,0,1820,wc-completed
38094,2022-03-28 16:32:22,33491,604,15,1245,0,1245,wc-completed
38094,2022-03-28 16:32:22,33492,604,15,1245,0,1245,wc-completed
38096,2022-03-28 17:01:46,27650,575,130,23660,0,23660,wc-completed
38096,2022-03-28 17:01:46,25485,575,120,19080,0,19080,wc-completed
38096,2022-03-28 17:01:46,11113,575,150,16200,0,16200,wc-completed
38096,2022-03-28 17:01:46,32918,575,20,1160,0,1160,wc-completed
38097,2022-03-28 17:27:36,36657,596,39,4407,0,4407,wc-completed
